centro_titularidad,centro_codigo,centro_nombre,centro_tipo_codigo,centro_tipo_desc_abreviada,centro_tipo_descripcion,centro_titular,contacto_email1,contacto_fax,contacto_telefono1,contacto_telefono2,contacto_telefono3,contacto_telefono4,contacto_web,dat_codigo,dat_nombre,direccion_codigo_postal,direccion_coor_x,direccion_coor_y,direccion_numero,direccion_via_nombre,direccion_via_tipo,distrito_codigo,distrito_nombre,municipio_codigo,municipio_nombre,promedio_x,promedio_y,distancia
PÚBLICO,28049109,HUERTA CHICA,006,EEI-CN,ESCUELA  INFANTIL-CASA DE NIÑOS,AYUNTAMIENTO,cn.huertachica.sanfernando@educa.madrid.org,916698187,916734343,"","","",http://www.educa.madrid.org/cn.huertachica.sanfernando,3,Madrid-Este,28830,454750,4474648,s/n,de la Solana,CALLE,"","",130,San Fernando de Henares,440157.3842874543,4474481.943970768,14593.560495604897
PÚBLICO,28049110,GLORIA FUERTES,003,EEI,ESCUELA INFANTIL,AYUNTAMIENTO,eei.gloriafuertes.soto@educa.madrid.org,918476915,918476915,"","","",http://www.educa.madrid.org/eei.gloriafuertes.soto,1,Madrid-Norte,28791,433429,4511685,s/n,de España,AVDA,"","",144,Soto del Real,440157.3842874543,4474481.943970768,37806.59377719519
PÚBLICO,28049134,PASACALLES,003,EEI,ESCUELA INFANTIL,AYUNTAMIENTO,eei.pasacalles.algete@educa.madrid.org,916292646,916292646,"","","",http://www.educa.madrid.org/eei.pasacalles.algete,1,Madrid-Norte,28110,457304,4494553,1,de Miguel Delibes,CALLE,"","",009,Algete,440157.3842874543,4474481.943970768,26397.98705436265
PÚBLICO,28049146,PIRUETAS,003,EEI,ESCUELA INFANTIL,COMUNIDAD DE MADRID,eei.piruetas.madrid@educa.madrid.org,917755605,917601049,"","","",http://www.educa.madrid.org/eei.piruetas.madrid,5,Madrid-Capital,28022,448013,4474962,82,CANILLEJAS A VICALVARO,AVDA,20,San Blas-Canillejas,079,Madrid,440157.3842874543,4474481.943970768,7870.2701360497795
PÚBLICO,28049158,COLORINES,006,EEI-CN,ESCUELA  INFANTIL-CASA DE NIÑOS,AYUNTAMIENTO,cn.colorines.getafe@educa.madrid.org,916825253,916825253,699839571,"","",http://www.educa.madrid.org/cn.colorines.getafe,2,Madrid-Sur,28903,439035,4463105,66,de España,AVDA,"","",065,Getafe,440157.3842874543,4474481.943970768,11432.173922868462
PÚBLICO,28049183,REPUBLICA DEL BRASIL,006,EEI-CN,ESCUELA  INFANTIL-CASA DE NIÑOS,COMUNIDAD DE MADRID,cn.brasil.madrid@educa.madrid.org,914758106,914758106,"","","",http://www.educa.madrid.org/cn.brasil.madrid,5,Madrid-Capital,28041,441465,4469078,34,de los Fueros,AVDA,12,Usera,079,Madrid,440157.3842874543,4474481.943970768,5559.898316596612
PÚBLICO,28049195,CANCIONERO,003,EEI,ESCUELA INFANTIL,COMUNIDAD DE MADRID,eei.cancionero.getafe@educa.madrid.org,916969593,916969593,"","","",http://www.educa.madrid.org/eei.cancionero.getafe,2,Madrid-Sur,28903,438412,4464061,s/n,Emilia Pardo Bazán,CALLE,"","",065,Getafe,440157.3842874543,4474481.943970768,10566.098596585864
PÚBLICO,28049201,VALLE DE LUZ,003,EEI,ESCUELA INFANTIL,AYUNTAMIENTO,eei.valledeluz.losmolinos@educa.madrid.org,"",918553537,"","","",http://www.educa.madrid.org/eei.valledeluz.losmolinos,4,Madrid-Oeste,28460,409079,4507399,3,las Dálias,CALLE,"","",087,Molinos. Los,440157.3842874543,4474481.943970768,45270.28327225598
PRIVADO,28049237,ESCUELA SUPERIOR DE FORMACION,058,CPR FPE,CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA,"SOCIEDAD UNIPERSONAL ESCUELA SUPERIOR DE FORMACION, S.L.",psanchez@esf.es,"",917680212,690929184,"","",www.esf.es,5,Madrid-Capital,28007,442853,4472717,160,del Doctor Esquerdo,CALLE,03,Retiro,079,Madrid,439602.9362934363,4476838.754826255,5248.978657270414
PRIVADO,28049250,MENAGAR,008,EIPR,ESCUELA INFANTIL PRIVADA,"MENAGAR, S.L.","","",914579026,686758965,"","",http://www.menagar.com,5,Madrid-Capital,28016,442721,4478607,12,de Chile,CALLE,05,Chamartín,079,Madrid,439602.9362934363,4476838.754826255,3584.5518928677698
PRIVADO,28049274,ELLALUNA,008,EIPR,ESCUELA INFANTIL PRIVADA,ELLALUNA SOCIEDAD COOPERATIVA MADRILEÑA DE ENSEÑANZA. S.COOP,educacionlibrelaluna@gmail.com,"",627485207,"","","",http://educacionlibrelaluna.wixsite.com/ellaluna,5,Madrid-Capital,28037,447783,4476766,23,de Pandora,CALLE,20,San Blas-Canillejas,079,Madrid,439602.9362934363,4476838.754826255,8180.387246835233
PRIVADO,28049286,LALY,008,EIPR,ESCUELA INFANTIL PRIVADA,EULALIA PAREDES SANTE,jardindelaly@yahoo.com,"",913590895,"","","","",5,Madrid-Capital,28036,441907,4479719,4,de Europa,CALLE,05,Chamartín,079,Madrid,439602.9362934363,4476838.754826255,3688.430807916115
PRIVADO,28049304,EL TREN DE LOS NIÑOS,008,EIPR,ESCUELA INFANTIL PRIVADA,"EL TREN DE LOS NIÑOS, S.L.",info@eieltren.es,"",917660801,313025639,"","",www.escuelainfantileltrendelosniños.es,5,Madrid-Capital,28036,442815,4481264,34,de Burgos,AVDA,05,Chamartín,079,Madrid,439602.9362934363,4476838.754826255,5468.1027882416465
PRIVADO,28049316,SAINT ANNE'S SCHOOL (BRITANICO),094,CEXTRAN ESP,CENTRO DOCENTE EXTRANJERO EN ESPAÑA,"ST. ANNE'S SCHOOL, S.A.",secretary@stannesmadrid.com,"",913453668,913459060,"","","",5,Madrid-Capital,28016,442844,4479087,162,de Alfonso XIII,AVDA,05,Chamartín,079,Madrid,439602.9362934363,4476838.754826255,3944.502542941461
PRIVADO,28049328,TRASGOS,008,EIPR,ESCUELA INFANTIL PRIVADA,"CEIN TRASGOS, S.L.",eitrasgos@gmail.com,"",918475866,646845232,"","","",1,Madrid-Norte,28794,440844,4515180,11,Eras de Arriba,CALLE,"","",067,Guadalix de la Sierra,439602.9362934363,4476838.754826255,38361.325845139436
PÚBLICO,28049341,CENTRO DE CAPACITACION AGRARIA,042,IES,INSTITUTO DE EDUCACIÓN SECUNDARIA,COMUNIDAD DE MADRID,ies.capacitacionagraria.villaviciosa@educa.madrid.org,916160168,916160860,"","","",http://www.educa.madrid.org/ies.capacitacionagraria.villaviciosa,2,Madrid-Sur,28670,424379,4468054,1,Viveros,AVDA,"","",181,Villaviciosa de Odón,440157.3842874543,4474481.943970768,17037.48439218404
PÚBLICO,28049365,GUINDALERA,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.guindalera.madrid@educa.madrid.org,917255776,917252437,913559839,"","",http://www.educa.madrid.org/cp.guindalera.madrid,5,Madrid-Capital,28028,443436,4476492,1,de Bóston,CALLE,04,Salamanca,079,Madrid,440157.3842874543,4474481.943970768,3845.730909879722
PÚBLICO,28049377,MARIA MOLINER,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.mariamoliner.madrid@educa.madrid.org,913069463,913133969,606052488,"","",http://www.educa.madrid.org/cp.mariamoliner.madrid,5,Madrid-Capital,28037,447510,4474813,34,de Arcos de Jalón,CALLE,20,San Blas-Canillejas,079,Madrid,440157.3842874543,4474481.943970768,7360.064939310309
PÚBLICO,28049389,MAESTRA TRINIDAD GARCIA,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.trinidadgarcia.fuenlabrada@educa.madrid.org,916906716,916977363,656876745,"","",http://www.educa.madrid.org/cp.trinidadgarcia.fuenlabrada,2,Madrid-Sur,28941,431882,4460216,6,de Cáceres,CALLE,"","",058,Fuenlabrada,440157.3842874543,4474481.943970768,16492.396505121116
PÚBLICO,28049390,ANTONIO MACHADO,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.machado.fuenlabrada@educa.madrid.org,916154515,916900158,"","","",http://www.educa.madrid.org/cp.machado.fuenlabrada,2,Madrid-Sur,28944,432040,4458845,4,de la Comunidad de Madrid,CALLE,"","",058,Fuenlabrada,440157.3842874543,4474481.943970768,17618.34113687043
PÚBLICO,28049407,GINER DE LOS RIOS,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.ginerdelosrios.fuenlabrada@educa.madrid.org,916065578,916908796,"","","",http://www.educa.madrid.org/cp.ginerdelosrios.fuenlabrada,2,Madrid-Sur,28945,433265,4460871,s/n,de los Andes,AVDA,"","",058,Fuenlabrada,440157.3842874543,4474481.943970768,15256.564388528854
PÚBLICO,28049419,LEON FELIPE,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.leonfelipe.mostoles@educa.madrid.org,916450391,916450391,"","","",http://www.educa.madrid.org/cp.leonfelipe.mostoles,2,Madrid-Sur,28936,427624,4463574,28,de Carlos V,AVDA,"","",092,Móstoles,440157.3842874543,4474481.943970768,16615.32314962353
PÚBLICO,28049420,MIGUEL DELIBES,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.delibes.mostoles@educa.madrid.org,916461745,916461745,"","","",http://www.educa.madrid.org/cp.delibes.mostoles,2,Madrid-Sur,28936,427577,4464445,19,de la O.N.U.,AVDA,"","",092,Móstoles,440157.3842874543,4474481.943970768,16093.673076471972
PÚBLICO,28049432,PABLO SOROZABAL,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.sorozabal.mostoles@educa.madrid.org,916469129,916461042,660661641,"","",http://www.educa.madrid.org/cp.sorozabal.mostoles,2,Madrid-Sur,28936,427684,4463908,21,de los Hermanos Pinzón,CALLE,"","",092,Móstoles,440157.3842874543,4474481.943970768,16352.174371607229
PÚBLICO,28049444,ALONSO CANO,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.alonsocano.mostoles@educa.madrid.org,916183187,916183187,"","","",http://www.educa.madrid.org/cp.alonsocano.mostoles,2,Madrid-Sur,28932,425970,4465061,1,de Alonso Cano,CALLE,"","",092,Móstoles,440157.3842874543,4474481.943970768,17030.445038819482
PÚBLICO,28049456,SEVERO OCHOA,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.severoochoa.mostoles@educa.madrid.org,916136145,916138811,"","","",http://www.educa.madrid.org/cp.severoochoa.mostoles,2,Madrid-Sur,28933,426336,4465491,7,Violeta,CALLE,"","",092,Móstoles,440157.3842874543,4474481.943970768,16488.412206970515
PÚBLICO,28049468,JOAN MIRO,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.joanmiro.mostoles@educa.madrid.org,"",916455853,635408853,"","",http://www.educa.madrid.org/cp.joanmiro.mostoles,2,Madrid-Sur,28938,426785,4463227,3,París,CALLE,"","",092,Móstoles,440157.3842874543,4474481.943970768,17478.39882015732
PRIVADO,28049471,KINDERPARADIES  (ALEMAN),094,CEXTRAN ESP,CENTRO DOCENTE EXTRANJERO EN ESPAÑA,"CHIQUITINES EN ACCION, S.L.",sandra@kinderparadies-madrid.com,"",917359710,625335094,679968874,"",http://www.kinderparadies-madrid.com,5,Madrid-Capital,28034,440422,4482597,13,de Peña Pintada,CALLE,08,Fuencarral-El Pardo,079,Madrid,439602.9362934363,4476838.754826255,5816.2060517459195
PÚBLICO,28049481,RAFAEL ALBERTI,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.rafaelalberti.rivas@educa.madrid.org,916669254,916664582,"","","",http://www.educa.madrid.org/cp.rafaelalberti.rivas,3,Madrid-Este,28523,454410,4469362,s/n,de las Provincias,PASEO,"","",123,Rivas-Vaciamadrid,440157.3842874543,4474481.943970768,15144.334944569398
PÚBLICO,28049493,GLORIA FUERTES,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.gloriafuertes.meco@educa.madrid.org,918861614,918861614,"","","",http://www.educa.madrid.org/cp.gloriafuertes.meco,3,Madrid-Este,28880,472603,4489031,36,de la Estación,CALLE,"","",083,Meco,440157.3842874543,4474481.943970768,35558.304378976376
PRIVADO,28049501,LOS PINOS AYELEM,008,EIPR,ESCUELA INFANTIL PRIVADA,ANTONIO NAVAS SANZ,ayeleminfantil@yahoo.es,91641647,916416473,601062381,"","",www.ayeleminfantil.com,2,Madrid-Sur,28922,429086,4465756,16,de los Pinos,CALLE,"","",007,Alcorcón,439602.9362934363,4476838.754826255,15278.527531770813
PRIVADO,28049523,CHIQUILIN,008,EIPR,ESCUELA INFANTIL PRIVADA,"EDUCRIS PROYECT, S.L. UNIPERSONAL",tarochiquilin@yahoo.es,"",916664140,"","","","",3,Madrid-Este,28523,454400,4469167,25,BILBAO,CALLE,"","",123,Rivas-Vaciamadrid,439602.9362934363,4476838.754826255,16667.60080066338
PRIVADO CONCERTADO,28049547,LA MILAGROSA,058,CPR FPE,CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA,"LA MILAGROSA 88, S.L.",cc.lamilagrosa.mostoles@educa.madrid.org,916474054,916474451,"",675057377,916474054,http://www.lamilagrosaformacion.es,2,Madrid-Sur,28935,425879,4463115,8,de Turia,PLAZA,"","",092,Móstoles,440264.7489361702,4474293.580851064,18218.4094338199
PRIVADO,28049572,A.E.I.O.U.,008,EIPR,ESCUELA INFANTIL PRIVADA,"NIEBEL, S.L.",info@guarderia-aeiou.es,"","",917180405,"","","",5,Madrid-Capital,28047,436072,4471596,92,de los Yébenes,CALLE,10,Latina,079,Madrid,439602.9362934363,4476838.754826255,6320.916806644988
PRIVADO CONCERTADO,28049596,CATALINA LABOURE,008,EIPR,ESCUELA INFANTIL PRIVADA,FUNDACION OBRA SOCIAL SOR ROSALIA RENDU,cc.catalinalaboure.madrid@educa.madrid.org,914374877,914390123,"","","","",5,Madrid-Capital,28030,444988,4473293,45,de la Marroquina,CALLE,14,Moratalaz,079,Madrid,440264.7489361702,4474293.580851064,4828.070282368054
PRIVADO CONCERTADO,28049602,ADEMO,021,CPR EE,CENTRO PRIVADO DE EDUCACIÓN ESPECIAL,FUNDACION ADEMO,cc.fundacionademo.madrid@educa.madrid.org,917721011,917723500,659489777,"","",http://www.educa.madrid.org/cc.fundacionademo.madrid,5,Madrid-Capital,28030,445836,4472384,328,de la Hacienda de Pavones,CALLE,14,Moratalaz,079,Madrid,440264.7489361702,4474293.580851064,5889.425900966525
PRIVADO CONCERTADO,28049614,FUNDACION TOMILLO,058,CPR FPE,CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA,FUNDACION TOMILLO,cc.fundaciontomillo.madrid@educa.madrid.org,"",917239353,913698128,"","",http://www.educa.madrid.org/cc.fundaciontomillo.madrid,5,Madrid-Capital,28041,440741,4468613,13-15,de Albuñuelas,CALLE,12,Usera,079,Madrid,440264.7489361702,4474293.580851064,5700.509966772687
PÚBLICO,28049626,SERRACINES,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.serracines.fresno@educa.madrid.org,918791685,918791685,918794075,"","",http://www.educa.madrid.org/cp.serracines.fresno,3,Madrid-Este,28815,466367,4496788,15,romeral,CALLE,"","",057,Fresno de Torote,440157.3842874543,4474481.943970768,34416.625217742796
PRIVADO,28049638,CABAS,004,CPR INF,CENTRO PRIVADO DE EDUCACIÓN INFANTIL,"DISNAL, S.A.",contacto@cabas.org,"",916318823,"","","",http://www.escuelainfantilcabas.edu.es,4,Madrid-Oeste,28232,423235,4485926,"","Epidauro, 53 bis IV",CALLE,"","",127,"Rozas de Madrid, Las",439602.9362934363,4476838.754826255,18721.30773620629
PRIVADO,28049641,ABETITOS AND CHILDREN,008,EIPR,ESCUELA INFANTIL PRIVADA,"ABETITOS AND CHILDREN, S.L.",info@losabetitos.com,"",918787622,689794149,"","",www.losabetitos.com,3,Madrid-Este,28806,467640,4482669,"k1,5",Daganzo,CTRA,"","",005,Alcalá de Henares,439602.9362934363,4476838.754826255,28636.841656717108
PRIVADO,28049651,PROJARDIN DELICIAS,008,EIPR,ESCUELA INFANTIL PRIVADA,"PROMOCION DE JARDINES DE INFANCIA, S.A.",delicias@projardin.es,"",915303010,606214330,"","",www.projardin.es,5,Madrid-Capital,28045,441110,4472241,65,de las Delicias,PASEO,02,Arganzuela,079,Madrid,439602.9362934363,4476838.754826255,4838.449179023591
PRIVADO,28049663,COLEGIO EUROPEO DE MADRID,073,CPR PRI-SEC,CENTRO PRIVADO DE EDUCACIÓN PRIMARIA Y SECUNDARIA,"COLEGIO EUROPEO DE MADRID, S.L.",daniela@educacem.com,916361890,916361919,"","","",http://www.colegioeuropeodemadrid.com/,4,Madrid-Oeste,28231,424754,4487890,k.19,de la Coruña,CTRA,"","",127,"Rozas de Madrid, Las",439602.9362934363,4476838.754826255,18510.022391578783
PRIVADO,28049705,PROJARDIN PINAR,008,EIPR,ESCUELA INFANTIL PRIVADA,"PROMOCION DE JARDINES DE INFANCIA, S.A.(PROJARDIN)",pinar@projardin.es,913862620,913866104,"","","",http://www.projardin.es,5,Madrid-Capital,28035,438160,4481493,3,de Ramón Camarero,CALLE,08,Fuencarral-El Pardo,079,Madrid,439602.9362934363,4476838.754826255,4872.788040151439
PRIVADO,28049742,NEMOMARLIN MAJADAHONDA DELTA,008,EIPR,ESCUELA INFANTIL PRIVADA,"ASENSIO & BUSTAMANTE, S.L.",delta@escuelanemomarlin.com,"",606213594,916383524,"","","",4,Madrid-Oeste,28220,425321,4480345,s/n,Blas de Otero,CALLE,"","",080,Majadahonda,439602.9362934363,4476838.754826255,14706.034798958599
PRIVADO,28049754,RUNNYMEDE COLLEGE (BRITANICO),094,CEXTRAN ESP,CENTRO DOCENTE EXTRANJERO EN ESPAÑA,"RUNNYMEDE COLLEGE, S.A.",office@runnymede-college.com,"",916508302,916507337,"","","",1,Madrid-Norte,28109,446547,4486642,30,de la Salvia,CALLE,"","",006,Alcobendas,439602.9362934363,4476838.754826255,12013.477294162894
PRIVADO,28049766,PROJARDIN POZUELO,008,EIPR,ESCUELA INFANTIL PRIVADA,"PROMOCION DE JARDINES DE INFANCIA, S.A.",POZUELO@PROJARDIN.ES,913528000,913528000,"","","","",4,Madrid-Oeste,28224,431452,4476225,1,París,CALLE,"","",115,Pozuelo de Alarcón,439602.9362934363,4476838.754826255,8174.01109898978
PRIVADO,28049808,MUSICA CREATIVA,416,CAU PROF MUS-DANZA,CENTRO AUTORIZADO PROFESIONAL  DE MÚSICA Y DANZA,"ESCUELA DE MUSICA CREATIVA, S.L.",mcaro@musicacreativa.com,"",915211156,647541105,"","",www.musicacreativa.com,5,Madrid-Capital,28004,440242,4475314,35,de la Palma,CALLE,01,Centro,079,Madrid,439602.9362934363,4476838.754826255,1653.2633490268029
PRIVADO,28049811,TEMPO MUSICAL,138,CAU PROF MUS,CENTRO AUTORIZADO PROFESIONAL DE MÚSICA,"MUSIC BOX LEARNING, S.L.",direccion@tempomusical.es,"",917240901,639246983,696726662,609622079,www.tempomusical.es,5,Madrid-Capital,28028,443818,4475350,15,de Ramón de Aguinaga,CALLE,04,Salamanca,079,Madrid,439602.9362934363,4476838.754826255,4470.2520044275725
PÚBLICO,28049833,MORATA DE TAJUÑA  Nº 2,006,EEI-CN,ESCUELA  INFANTIL-CASA DE NIÑOS,AYUNTAMIENTO,cn.morata2@educa.madrid.org,"",918337775,607389849,"","",http://www.educa.madrid.org/cn.morata2,3,Madrid-Este,28530,462549,4453470,1,del Grupo Escolar,CALLE,"","",091,Morata de Tajuña,440157.3842874543,4474481.943970768,30706.452801471678
PÚBLICO,28049845,BAOBAB,006,EEI-CN,ESCUELA  INFANTIL-CASA DE NIÑOS,AYUNTAMIENTO,cn.baobab.valdemoro@educa.madrid.org,918956575,918956575,"","","",http://www.educa.madrid.org/cn.baobab.valdemoro,2,Madrid-Sur,28341,442013,4449004,s/n,San José,CALLE,"","",161,Valdemoro,440157.3842874543,4474481.943970768,25545.428918893274
PRIVADO CONCERTADO,28049857,EL VALLE,072,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","VALRISCO, S.L.L.",cc.elvalle.madrid@educa.madrid.org,917511693,917511510,"","","",http://www.educa.madrid.org/cc.elvalle.madrid,5,Madrid-Capital,28032,447582,4472646,2,de Cordel de Pavones,CALLE,19,Vicálvaro,079,Madrid,440264.7489361702,4474293.580851064,7500.445706217164
PRIVADO,28049894,MAMATINA,008,EIPR,ESCUELA INFANTIL PRIVADA,"CENTRO INFANTIL MAMATINA, S.L.",escuelainfantilmamatina@yahoo.es,913078519,913078519,676564198,"","","",5,Madrid-Capital,28023,433686,4477943,37,de Humera,CALLE,09,Moncloa-Aravaca,079,Madrid,439602.9362934363,4476838.754826255,6019.093993644075
PRIVADO,28049912,CEV CENTRO DE ESTUDIOS DEL VIDEO,058,CPR FPE,CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA,"CENTRO DE ESTUDIOS DEL VIDEO, S.A.",davidgraneda@cev.com,"",918232771,915502960,"","",http://cev.com,5,Madrid-Capital,28015,439318,4476562,65,de Gaztambide,CALLE,07,Chamberí,079,Madrid,439602.9362934363,4476838.754826255,397.21773018423517
PÚBLICO,28049951,DANIEL VAZQUEZ DIAZ,006,EEI-CN,ESCUELA  INFANTIL-CASA DE NIÑOS,COMUNIDAD DE MADRID,cn.danielvazquezdi.madrid@educa.madrid.org,913113496,913113496,"","","",http://www.educa.madrid.org/cn.danielvazquezdi.madrid,5,Madrid-Capital,28039,439554,4479592,46,de Armenteros,CALLE,09,Moncloa-Aravaca,079,Madrid,440157.3842874543,4474481.943970768,5145.5558708694725
PÚBLICO,28049961,SAN MIGUEL,006,EEI-CN,ESCUELA  INFANTIL-CASA DE NIÑOS,COMUNIDAD DE MADRID,cn.sanmiguel.madrid@educa.madrid.org,913820145,913820145,"","","",http://www.educa.madrid.org/cn.sanmiguel.madrid,5,Madrid-Capital,28033,444705,4480614,32,de la Virgen del Carmen,AVDA,16,Hortaleza,079,Madrid,440157.3842874543,4474481.943970768,7634.325105380023
PÚBLICO,28049985,ALPEDRETE,185,E MUN.MUSICA,ESCUELA MUNICIPAL DE MÚSICA,AYUNTAMIENTO,em.alpedrete@educa.madrid.org,918572765,918571590,"","","",http://www.educa.madrid.org/em.alpedrete,4,Madrid-Oeste,28430,413400,4501188,2,de Francisco Rabal,PLAZA,"","",010,Alpedrete,440157.3842874543,4474481.943970768,37804.3786160148
PÚBLICO,28049997,BELMONTE DE TAJO,187,E MUN. MUS-DANZA,ESCUELA MUNICIPAL DE MÚSICA Y DANZA,AYUNTAMIENTO,em.belmonte@educa.madrid.org,918747120,918747215,"","","",http://www.educa.madrid.org/em.belmonte,3,Madrid-Este,28390,471386,4442716,8,Tomás Díaz Vázquez,CALLE,"","",019,Belmonte de Tajo,440157.3842874543,4474481.943970768,44545.500734370624
PÚBLICO,28050008,CARABAÑA,185,E MUN.MUSICA,ESCUELA MUNICIPAL DE MÚSICA,AYUNTAMIENTO,em.carabana@educa.madrid.org,918723242,918723001,"","","",http://www.educa.madrid.org/em.carabana,3,Madrid-Este,28560,479898,4456003,100,del Real,CALLE,"","",035,Carabaña,440157.3842874543,4474481.943970768,43826.79440122228
PÚBLICO,28050011,CERCEDILLA,187,E MUN. MUS-DANZA,ESCUELA MUNICIPAL DE MÚSICA Y DANZA,AYUNTAMIENTO,emd.cercedilla@educa.madrid.org,918522200,918523620,"","","",http://www.educa.madrid.org/emd.cercedilla,4,Madrid-Oeste,28470,410749,4510548,7,de la Carrera del Señor,CALLE,"","",038,Cercedilla,440157.3842874543,4474481.943970768,46536.152224934835
PÚBLICO,28050021,CHAPINERIA,185,E MUN.MUSICA,ESCUELA MUNICIPAL DE MÚSICA,AYUNTAMIENTO,em.chapineria@educa.madrid.org,918652012,918652008,"","","",http://www.educa.madrid.org/em.chapineria,2,Madrid-Sur,28694,397312,4470664,13,Colmenar,CALLE,"","",051,Chapinería,440157.3842874543,4474481.943970768,43015.15606043477
PÚBLICO,28050033,CIEMPOZUELOS,187,E MUN. MUS-DANZA,ESCUELA MUNICIPAL DE MÚSICA Y DANZA,AYUNTAMIENTO,emd.ciempozuelos@educa.madrid.org,918932547,918015086,"","","",http://www.educa.madrid.org/emd.ciempozuelos,2,Madrid-Sur,28350,447315,4445570,1,Mayor,CALLE,"","",040,Ciempozuelos,440157.3842874543,4474481.943970768,29784.760647977288
PÚBLICO,28050045,EL ALAMO,185,E MUN.MUSICA,ESCUELA MUNICIPAL DE MÚSICA,AYUNTAMIENTO,em.elalamo@educa.madrid.org,918122222,918122120,"","","",http://www.educa.madrid.org/em.elalamo,2,Madrid-Sur,28607,415582,4453708,1,del Romero,CALLE,"","",004,"Álamo, El",440157.3842874543,4474481.943970768,32179.28310227956
PÚBLICO,28050057,FUENTIDUEÑA DE TAJO,185,E MUN.MUSICA,ESCUELA MUNICIPAL DE MÚSICA,AYUNTAMIENTO,em.fuentiduena@educa.madrid.org,0,0,"","","",http://www.educa.madrid.org/em.fuentiduena,3,Madrid-Este,28597,486230,4440957,7,de Don Silvino Real,CALLE,"","",060,Fuentidueña de Tajo,440157.3842874543,4474481.943970768,56979.01180995535
PÚBLICO,28050069,MECO,185,E MUN.MUSICA,ESCUELA MUNICIPAL DE MÚSICA,AYUNTAMIENTO,em.meco@educa.madrid.org,918861143,918876553,"","","",http://www.educa.madrid.org/em.meco,3,Madrid-Este,28880,472161,4489102,2,de Santa María de la Cabeza,CALLE,"","",083,Meco,440157.3842874543,4474481.943970768,35184.90382215349
PÚBLICO,28050070,MORATA DE TAJUÑA,185,E MUN.MUSICA,ESCUELA MUNICIPAL DE MÚSICA,AYUNTAMIENTO,em.morata@educa.madrid.org,918731477,918730776,918730002,"","",http://www.educa.madrid.org/em.morata,3,Madrid-Este,28530,462461,4453499,s/n,de la Tarayuela,CALLE,"","",091,Morata de Tajuña,440157.3842874543,4474481.943970768,30622.462532155954
PÚBLICO,28050082,NUEVO BAZTAN,185,E MUN.MUSICA,ESCUELA MUNICIPAL DE MÚSICA,AYUNTAMIENTO,em.nuevobaztan@educa.madrid.org,918725517,918735011,"","","",http://www.educa.madrid.org/em.nuevobaztan,3,Madrid-Este,28514,479340,4468321,5,del Prado,CALLE,"","",100,Nuevo Baztán,440157.3842874543,4474481.943970768,39664.02153952588
PÚBLICO,28050094,ORUSCO DE TAJUÑA,185,E MUN.MUSICA,ESCUELA MUNICIPAL DE MÚSICA,AYUNTAMIENTO,em.orusco@educa.madrid.org,918724855,918724172,"","","",http://www.educa.madrid.org/em.orusco,3,Madrid-Este,28570,482313,4459333,s/n,José Cañaveras,CALLE,"","",102,Orusco de Tajuña,440157.3842874543,4474481.943970768,44794.9376552004
